mds_code,bookid,title,description
635,121486,This Organic Life: Confessions of a Suburban Homesteader,"Joan Dye Gussow is an extraordinarily ordinary woman. She lives in a home not unlike the average home in a neighborhood that is, more or less, typically suburban. What sets her apart from the rest of us is that she thinks more deeply--and in more eloquent detail--about food. In sharing her ponderings, she sets a delightful example for those of us who seek the healthiest, most pleasurable lifestyle within an environment determined to propel us in the opposite direction. Joan is a suburbanite with a green thumb, with a feisty, defiant spirit and a relentlessly positive outlook. At the heart of This Organic Life is the premise that locally grown food eaten in season makes sense economically, ecologically, and gastronomically. Transporting produce to New York from California--not to mention Central and South America, Australia, or Europe--consumes more energy in transit than it yields in calories. (It costs 435 fossil fuel calories to fly a 5-calorie strawberry from California to New York.) Add in the deleterious effects of agribusiness, such as the endless cycle of pesticide, herbicide, and chemical fertilizers; the loss of topsoil from erosion of over-tilled croplands; depleted aquifers and soil salinization from over-irrigation; and the arguments in favor of ""this organic life"" become overwhelmingly convincing. Joan's story is funny and fiery as she points out the absurdities we have unthinkingly come to accept. You won't find an electric can opener in this woman's house. In fact, you probably won't find many cans, as Joan has discovered ways to nourish herself, literally and spiritually, from her own backyard. If you are looking for a tale of courage and independence in a setting that is entirely familiar, read her story."
635,1219514,Ortho's All About Orchids (Ortho's All About Gardening),"Covers selection, care, and propagation of easy care and new orchid varieties."
635,122682,Gardening Through the Year,"""Keep your garden in great condition all year round with the bestselling guide from expert gardener Ian Spence. What is the best time for pruning rose bushes? When will your potatoes be ready to harvest? How do you encourage healthy plants to grow back each year? Discover what to do when with Gardening Through the Year. Keep on top of gardening tasks with month-by-month chapters and handy to-do lists. Be inspired by photo galleries that showcase each month's best plants and flowers, or explore more than 350 varieties in the illustrated Plant Directory. Packed with essential gardening advice, and fully updated with sustainable practices and guidance on supporting local biodiversity, Gardening Through the Year is a must-have book for new gardeners and a trusty reference for those more experienced""--"
635,1239918,Grow a Pumpkin Pie! (My First Hello Reader),"Describes the process of making a pumpkin pie, from planting the seed, through caring for the plant, to cooking the pie."
635,1245260,Scotts Lawns: Your Guide to a Beautiful Yard,"Get the showcase lawn you've always wanted with this comprehensive guide, packed with expert tips and information from turf professionals. - Complete information on the newest techniques and products you can use to cultivate a superior lawn, plus special information on sportscaping. - 32 additional pages allow this revised and expanded second edition to include the newest information, techniques, and products for cultivating a showcase lawn. - Special information on sportscaping for outdoor enthusiasts. - Contributing writer David Mellnor shares his experience as groundskeeper for the Boston Red Sox."
635,124698,Mrs. Whaley and Her Charleston Garden,"In conversation with William Baldwin. Emily Whaley's garden on Church Street in Charleston, South Carolina, may be the most visited private garden in the country. And no wonder. It is the life's work of a vibrant, sociable, opinionated, determined, forceful woman who has spent the last eighty-five years cultivating whatever life offered her. MRS. WHALEY AND HER CHARLESTON GARDEN captures and preserves Emily Whaley's distinctive voice and braces us with a clear understanding of how one might cultivate a practical personal philosophy alongside one's garden. ""An ageless and captivating visit."" --Publishers Weekly; ""South Carolina gardener grows into phenom."" --USA Today, cover story; ""Emily Whaley is wonderful, both in and out of her garden.""--Rosemary Verey, author of THE AMERICAN WOMAN'S GARDEN. As seen on CBS Sunday Morning. Now in its 6th printing."
635,1271923,Perennials,"Tough, adaptable perennials are invaluable for adding color to the landscape all season long. Whether your yard is sunny or shady, wet or dry, this book will show you how to brighten it up with these dependable, beautiful plants."
635,1276595,Garden Insects of North America: The Ultimate Guide to Backyard Bugs (Princeton Field Guides),"This second edition of Garden Insects of North America solidifies its place as the most comprehensive guide to the common insects, mites, and other ""bugs"" found in the backyards and gardens of the United States and Canada. Featuring 3,300 full-color photos and concise, detailed text, this fully revised book covers the hundreds of species of insects and mites associated with fruits and vegetables, shade trees and shrubs, flowers and ornamental plants, and turfgrass-from aphids and bumble bees to leafhoppers and mealybugs to woollybears and yellowjacket wasps-and much more. This new edition also provides a greatly expanded treatment of common pollinators and flower visitors, the natural enemies of garden pests, and the earthworms, insects, and other arthropods that help with decomposing plant matter in the garden.Designed to help you easily identify what you find in the garden, the book is organized by where insects are most likely to be seen-on leaves, shoots, flowers, roots, or soil. Photos are included throughout the book, next to detailed descriptions of the insects and their associated plants.An indispensable guide to the natural microcosm in our backyards, Garden Insects of North America continues to be the definitive resource for amateur gardeners, insect lovers, and professional entomologists.Revised and expanded edition covers most of the insects, mites, and other ""bugs"" one may find in yards or gardens in the United States and Canada-all in one handy volumeFeatures more than 3,300 full-color photos, more than twice the illustrations of the first edition Concise, informative text organized to help you easily identify insects and the plant injuries that they may cause"
635,1276830,The Complete Houseplant Survival Manual: Essential Know-How for Keeping (Not Killing) More Than 160 Indoor Plants,"HTML:It’s a whole new world of houseplants, so make yourself at home in it! If you love the idea of keeping houseplants, but struggle to care for them, you’ll find solace and invaluable advice in this comprehensive guide from expert gardener Barbara Pleasant. Even experienced houseplant enthusiasts will benefit from Pleasant’s expansive knowledge of indoor gardening, which includes personality profiles, growing needs, and troubleshooting tips for 160 blooming and foliage varieties. Create a greener world, one houseplant at a time. . Nonfiction. Gardening."
635,1277105,Better Homes and Gardens Story Book,"Also includes material by A.A. Milne, Vachel Lindsay, and Aesop."
635,1283124,Deerproofing Your Yard & Garden,"From nibbling on fruit bushes to destroying flower beds, unwanted deer pose a frustrating and challenging obstacle to even the most patient gardeners. Rhonda Massingham Hart provides insights into deer behavior and offers a variety of proven techniques to keep your deer problem under control. Learn how to choose the best fence types, landscape with plants deer detest, make effective homemade repellents, and much more. You'll have all the information you need to maintain a pristine, deer-free landscape."
635,1283659,How To Grow Roses,"Which roses grow best in a small garden?What companion plants complement a rose border? How do you 'modernize' a rose garden? All these and more are answered in the new edition of Sunset's Roses. Everything for the novice or experienced rose devotee is here-the latest advice on shopping for roses, growing techniques, planning a rose garden, maintaining healthy roses, regional tips, and yes, detailed pruning instructions (no more 'ouch.') With its lush photography showcasing over 350 roses, plus a gallery of choices hand-picked by Sunset experts, this is the resource book rose fanciers will reach for time and time again."
635,128956,The Rose Expert,"Roses are some of the most popular plants in the garden. Whether you plant them for colour, bloom or fragrance, The Rose Expert gives you all you need to know to get the most from your roses, with information on: Different types available. Choosing and buying. How and where to plant. How to mulch, train and feed. Pruning. Dealing with pests and diseases. Growing roses as a hobby. Reliable, easy-to-follow advice and information from EXPERT books - the world's best-selling gardening series."
635,12933703,"Paradise Lot: Two Plant Geeks, One-Tenth of an Acre, and the Making of an Edible Garden Oasis in the City","Tells the story of two single men who turned a backyard lot into a productive garden, with advice on setting up a permaculture, choosing suitable food plants, and designing an urban garden that functions as a natural ecosystem."
635,129710,A Gardener's Alphabet,"An alphabet book featuring words associated with gardening, including bulbs, compost, digging, insects, and weeds."
635,12987377,The Layered Garden: Design Lessons for Year-Round Beauty from Brandywine Cottage,"Brandywine Cottage is David Culp's beloved two-acre Pennsylvania garden where he mastered the design technique of layering-interplanting many different species in the same area so that as one plant passes its peak, another takes over. The result is a nonstop parade of color that begins with a tapestry of heirloom daffodils and hellebores in spring and ends with a jewel-like blend of Asian wildflowers at the onset of winter. ""The Layered Garden"" shows you how to recreate Culp's majestic display. It starts with a basic lesson in layering-how to choose the correct plants by understanding how they grow and change throughout the seasons, how to design a layered garden, and how to maintain it. To illustrate how layering works, Culp takes you on a personal tour through each part of his celebrated garden: the woodland garden, the perennial border, the kitchen garden, the shrubbery, and the walled garden. The book culminates with a chapter dedicated to signature plants for all four seasons. As practical as it is inspiring, ""The Layered Garden"" provides expert information gleaned from decades of hard work and close observation. If you thought that a four-season garden was beyond your reach, this book will show you how to achieve that elusive, tantalizing goal."
635,13017432,Tomatoes Grow on Vines,"""Describes apple trees and how they grow, and suggests ways to enjoy eating apples""--Provided by publisher."
635,1321779,Pumpkins (Scholastic Time-to-Discover),Fall is pumpkin time! Read and discover all about pumpkins.
635,13322086,It's Our Garden: From Seeds to Harvest in a School Garden,"Presents a portrait of a Santa Fe community garden, revealing how students and other citizens work together to select and grow annual plants, create compost, release butterflies, harvest edibles, and protect garden beds for the winter--"
635,1350210,The Herb & Spice Companion,"The Herb and Spice Companion is the newest addition to our very popular Companion series , which has already covered tea, cheese, chocolate, and coffee. With descriptions and ratings of more than 150 spices from around the world, The Herb and Spice Companion includes tips on storing and using spices to create innovative combinations of flavors. This is the essential guide to using herbs and spices to add flavor and depth in the kitchen. This book guides the reader through all aspects of herbs, including their rich history, how to grow, harvest, and dry them, and even their unique medicinal uses."
635,135491,"The Herb Garden: a complete guide to growing scented, culinary and medicinal herbs.","A practical guide to herb gardens, the varieties of herbs available and how best to grow and cultivate them. The photographs seek to illustrate the attractiveness of herbs in any situation. Practical instruction on cultivating, propagating, harvesting and using the herbs is set in the wider context of designing a pleasing and functional garden: planning a knot garden, building raised beds and banks, and establishing plants underfoot and training them overhead. A herb index catalogues the enormous variety of herbs available, with illustrations comparing species from the more complicated herb families."
635,13644,Practical Small Gardens,"Everything you need to know when planning a small garden and how to put your ideas into action; all the design basics with examples of garden styles so that you can see what will work best for you; easy-to-follow guidance on lawns, walls, fences, patios, trelliswork, arches and pergolas, ponds and rock gardens, and small-scale kitchen gardens; how to design and plant colour-themed and foliage beds and borders, as well as gardens for year-round colour and quick results.--From publisher description."
635,13958107,The Tree Lady: The True Story of How One Tree-Loving Woman Changed a City Forever,Learn about Katherine Olivia Sessions who brought trees to San Diego and created what eventually became Balboa Park.
635,1402267,Science Vocabulary Readers: Perfect Pumpkins,Simple text tells all about pumpkins and how they are used.
635,141405,Carrots Love Tomatoes: Secrets of Companion Planting for Successful Gardening,"""Up in the garden, the world is full of green--leaves and sprouts, growing vegetables, ripening fruit. But down in the dirt there is a busy world of earthworms digging, snakes hunting, skunks burrowing, and all the other animals that make a garden their home. In this exuberant book, discover the wonder and activity that lie hidden between the stalks, under the shade of leaves . . . and down in the dirt.""--"
635,142035,"Rodale's Garden Problem Solver: Vegetables, Fruits, and Herbs","Covers selection, care, and propagation of easy care and new orchid varieties."
635,142037,Rodale's Illustrated Encyclopedia of Gardening and Landscaping Techniques,"This comprehensive, encyclopedia provides a wealth of information on practical, all-organic gardening techniques for ornamental as well as food gardens. It is full of step-by-step directions, tips, recipes, projects, and plant list."
635,142043,Roses Love Garlic: Companion Planting and Other Secrets of Flowers,"""Visually beautiful, with over 1,600 color photographs of woody plants that bring the text to life, this volume is destined to become a standard reference source for gardening and botany. Entries are arranged alphabetically by scientific name and describe the habitat, foliage, flower, fruit, availability from commercial sources, and landscape use of U.S. northern trees and shrubs, suitable for zones 3 to 8. Readable, short essays reflect the experience and personality of the author, a professor at the University of Georgia. About the Carolina hemlock, Dirr says that ""many gardeners rave about this species ... [but] my heart never missed a beat."" Dirr took all the photographs during his 25 years as a horticulturist, and there is generally a shot of the full bush or tree and smaller close-ups of the fruit and the leaves of each. Thirty-four tables assist the landscaper in ""Selecting Plants for Specific Characteristics or Purposes,"" such as flowering sequence, flower color, or shrub size"".--""Outstanding Reference Sources : the 1999 Selection of New Titles"", American Libraries, May 1999. Comp. by the Reference Sources Committee, RUSA, ALA."
635,142350,The Rock & Water Garden Expert,"The Rock & Water Garden Expert is the essential book for anyone who wants a striking rockery or water garden, with features on: How to make and plant up a pond. Choosing and caring for fish and wildlife. Selecting the right water features and ornaments. How to build and care for a rock garden. Picking the right plants. Trouble-shooting rock garden and pond problems. Reliable, easy-to-follow advice and information from EXPERT books - the world's best-selling gardening series."
635,142414,Tips for the Lazy Gardener,"Linda Tilger encourages you to embrace the lazy gardener within to work smarter and relax harder. With hundreds of time-saving techniques, Tips for the Lazy Gardener shows you how easy it can be to grow hearty vegetables and fragrant herbs. Covering everything from planning an efficient garden to effective shortcuts for harvesting your crops, Tilga's expert suggestions are designed to mitigate chore time while increasing your gardening pleasure. Enjoy a thriving and abundant garden -- without all the back-breaking, energy-sapping work."
635,14350571,Mister Owita's Guide to Gardening: How I Learned the Unexpected Joy of a Green Thumb and an Open Heart,"Describes how a period of transition in the journalist author's life marked by her empty nest, a recent illness and her aging parents led her to forge a deep friendship with a gifted Kenyan gardener with whom she transformed her yard and shared long-buried secrets."
635,1445555,"Native American Gardening: Stories, Projects, and Recipes for Families","Using tribal tales from across the country as inspiration, the authors provide practical information about seed preservation, planting and maintaining the garden, reaping and cooking the harvest."
635,144827,French Dirt: The Story of a Garden in the South of France,"A story about dirt-and about sun, water, work, elation, and defeat. And about the sublime pleasure of having a little piece of French land all to oneself to till. Richard Goodman saw the ad in the paper: ""SOUTHERN FRANCE: Stone house in Village near Nimes/Avignon/Uzes. 4 BR, 2 baths, fireplace, books, desk, bikes. Perfect for writing, painting, exploring & experiencing la France profonde. $450 mo. plus utilities."" And, with his girlfriend, he left New York City to spend a year in Southern France. The village was small-no shops, no gas station, no post office, only a café and a school. St. Sebastien de Caisson was home to farmers and vintners. Every evening Goodman watched the villagers congregate and longed to be a part of their camaraderie. But they weren't interested in him: he was just another American, come to visit and soon to leave. So, Goodman laced up his work boots and ventured out into the vineyards to work among them. He met them first as a hired worker, and then as a farmer of his own small plot of land. ""French Dirt"" is a love story between a man and his garden. It's about plowing, planting, watering, and tending. It's about cabbage, tomatoes, parsley, and eggplant. Most of all, it's about the growing friendship between an American outsider and a close-knit community of French farmers."
635,146082,Merry Hall,"First in a trilogy, Merry Hall is the account of the restoration of a house and garden in post-war England. Though Mr. Nichols's horticultural undertaking is serious, his writing is high-spirited, riotously funny, and, at times, deliciously malicious."
635,14737713,The Market Gardener: A Successful Grower's Handbook for Small-Scale Organic Farming,"Les Jardins de la Grelinette is a micro-farm located in eastern Quebec, just north of the American border. Growing on just 1. 5 acres, owners Jean-Martin and Maude-Helène feed more than two hundred families through their thriving CSA and seasonal market stands and supply their signature mesclun salad mix to dozens of local establishments. The secret of their success is the low-tech, high-yield production methods they've developed by focusing on growing better rather than growing bigger, making their operation more lucrative and viable in the process. The Market Gardener is a compendium of la Grelinette's proven horticultural techniques and innovative growing methods. This complete guide is packed with practical information on: - Setting-up a micro-farm by designing biologically intensive cropping systems, all with negligible capital outlay - Farming without a tractor and minimizing fossil fuel inputs through the use of the best hand tools, appropriate machinery, and minimum tillage practices - Growing mixed vegetables systematically with attention to weed and pest management, crop yields, harvest periods, and pricing approaches… Inspired by the French intensive tradition of maraichage and by iconic American vegetable grower Eliot Coleman, author and farmer Jean-Martin shows by example how to start a market garden and make it both very productive and profitable. Making a living wage farming without big capital outlay or acreages may be closer than you think. Jean-Martin Fortier is a passionate advocate of strong local food systems and founder of Les Jardins de la Grelinette, an internationally recognized model for successful biointensive micro-farming."
635,148512,The House Plant Expert,A guide to choosing and caring for indoor plants. This aims to present information on a variety of plants in an easy-to-follow format.
635,14943957,Epic Tomatoes: How to Select and Grow the Best Varieties of All Time,"Savor your best tomato harvest ever! Craig LeHoullier, tomato adviser for Seed Savers Exchange, offers everything a tomato enthusiast needs to know about growing more than 200 varieties of tomatoes--from sowing seeds and planting to cultivating and collecting seeds at the end of the season. He also offers a comprehensive guide to the various pests and diseases of tomatoes and explains how best to avoid them."
635,1525283,How to Have a Green Thumb Without an Aching Back: A New Method of Mulch Gardening,"Garden expert and lovable eccentric Ruth Stout once said: ""At the age of 87 I grow vegetables for two people the year-round, doing all the work myself and freezing the surplus. I tend several flower beds, write a column every week, answer an awful lot of mail, do the housework and cooking-and never do any of these things after 11 o'clock in the morning!"" This, her first book about her no-work gardening system: How to Have a Green Thumb Without an Aching Back , was the kind of book people can't bear to return. She reports, ""A dentist in Pennsylvania and a doctor in Oregon have both written me that they keep a copy of my garden book in their waiting rooms. Or try to; the dentist has had twenty-three copies stolen, the doctor, sixteen."" This is the book that began it all...from her choice of Poverty Hollow, to being ""gifted"" topsoil from the road construction, to a complete description of hints, successes, failures, and everything that goes into having a Green Thumb without an Aching Back!"
635,1528417,Vegetables and Fruits,"Describes the techniques and the joys involved in planting, cultivating, and harvesting home-grown crops."
635,153366,"Herbal Treasures: Inspiring Month-by-Month Projects for Gardening, Cooking, and Crafts","Explores the world of herbs for gardeners, cooks, and craftspeople, sharing a vast array of creative projects, as well as extensive reference materials."
635,153402,The Complete Book of Edible Landscaping: Home Landscaping with Food-Bearing Plants and Resource-Saving Techniques,"""Home landscaping with food-bearing plants and resource-saving techniques""--Jacket subtitle."
635,153406,The Garden Primer,"The most comprehensive, entertaining, down-to-earth one-volume gardening reference ever, and highly praised: ""Barbara Damrosch delivers the goods.""-- Chicago Tribune ""Best of the crop.""-- House Beautiful ""Barbara Damrosch's writing has the snap of a good snowpea and the spice of an old rose.""-- The Seattle Times/Post Intelligencer ""Covers just about everything you could think of and then some."" -- The Atlanta Journal-Constitution ""An extraordinarily comprehensive guide."" -- The San Francisco Examiner-Chronicle ""Takes your soaring visions of garden splendor and plants them firmly in the ground.""-- The Toronto Star Now the beloved classic is revised front-to-back. The new edition has gone 100% organic, which in Barbara Damrosch's hands also means completely accessible. It reflects the latest research on plants, soils, tools, and techniques. There is updated and expanded information on planning a garden, recommended plants, and best tools. Ecological issues are addressed much more extensively, covering lawn alternatives, the benefits of native species, wildlife-friendly gardens, and how to avoid harmful invasive species. More attention is paid to plants appropriate to the South, Southwest, and West Coast, while cold-climate gardeners are given detailed advice on how to extend the growing season. Simply put, the book is a richer and fuller compendium than ever before, with more text, more illustrations and garden plans, expanded plant lists, and gardener's resources. But Barbara Damrosch's core of practical, creative ideas and friendly style remain--she is still an ""old-fashioned dirt gardener"" at heart."
635,155061,Growing Vegetable Soup,A father and child grow vegetables and then make them into a soup.
635,15692928,Grow All You Can Eat in 3 Square Feet: Inventive Ideas for Growing Food in a Small Space,"No matter how small your space, get every inch of it growing with tasty fruit and vegetables. Gather fruit fresh from your doorstep, pick herbs from your balcony, create walls of edible produce, and plant a raised bed that is both beautiful and productive. This guide proves you can grow food anywhere. Learn what to grow, how to use your space efficiently, and how to maximize your yield. You'll soon be harvesting a feast from your front door.-- Cover verso."
635,15698920,Up in the Garden and Down in the Dirt,"""Up in the garden, the world is full of green--leaves and sprouts, growing vegetables, ripening fruit. But down in the dirt there is a busy world of earthworms digging, snakes hunting, skunks burrowing, and all the other animals that make a garden their home. In this exuberant book, discover the wonder and activity that lie hidden between the stalks, under the shade of leaves . . . and down in the dirt.""--"
635,1582345,The Art of Drying Plants and Flowers,"Practical information about selecting and finding plants to dry, how to pick and dry them, and decorative uses."
635,15828191,"The Reason for Flowers: Their History, Culture, Biology, and How They Change Our Lives","""Keep your garden in great condition all year round with the bestselling guide from expert gardener Ian Spence. What is the best time for pruning rose bushes? When will your potatoes be ready to harvest? How do you encourage healthy plants to grow back each year? Discover what to do when with Gardening Through the Year. Keep on top of gardening tasks with month-by-month chapters and handy to-do lists. Be inspired by photo galleries that showcase each month's best plants and flowers, or explore more than 350 varieties in the illustrated Plant Directory. Packed with essential gardening advice, and fully updated with sustainable practices and guidance on supporting local biodiversity, Gardening Through the Year is a must-have book for new gardeners and a trusty reference for those more experienced""--"
635,158634,The complete book of herbs,"The Complete Book of Herbs contains over 600 full-colour, step-by-step photographs and artworks. Practic al advice is given on every aspect of growing herbs, from pr opagation, pruning and training to tips on designing a herb garden. '"
635,160861,Growing Vegetables West of the Cascades: The Complete Guide to Natural Gardening,"Now in a special updated 6th edition with a new formula for complete organic fertilizer, this complete guide to organic vegetable gardening addresses issues of soil, seeds, compost, and watering. Growing Vegetables West of the Cascades evolved from a self-published pamphlet to the master guide to organic vegetable gardening over the past 35 years. Steve Solomon, who founded the Territorial Seed Company, was one of the early proponents of organic gardening, and the first to codify and refine the best practices of small-plot vegetable gardening in the Pacific Northwest. The approaches to understanding and preparing soils, composting, chemical-free fertilizers, efficient uses of water, and garden planning are universal to any climate or region. Solomon gets specific in his extensive advice on growing specific crops--from tomatoes and beans to kale and turnips--in the gentle maritime Northwest climate. He lays out the principles, but advocates that readers think for themselves and grow their gardens as they see fit."
635,1643409,Pumpkins,Follows the life cycle of the pumpkins that become so ubiquitous as the fall season rolls around.
635,1653543,Saving Seeds: The Gardener's Guide to Growing and Storing Vegetable and Flower Seeds,"Enjoy a delicious bounty of heirloom vegetables every year. Marc Rogers guides you through the time-honored and cost-effective tradition of collecting seeds from this year's harvest to grow next year's crop. Learn how to select and store seeds from proven varieties of more than 100 common vegetables and flowers. Through saving seeds and growing heirloom plants you'll not only have a thriving garden every summer, you'll be saving money and preserving local flavors at the same time."
635,1682951,The Legend of the Christmas Rose,The younger sister of three shepherds secretly follows her brothers who are traveling to Bethlehem to see the Christ Child.
635,169607,Container Gardening Through the Year,Gives advice and ideas for successful growing of garden plants in various types of containers.
635,1707086,Better Homes and Gardens Complete Guide to Flower Gardening,"Provides information on planning, designing, planting, and caring for flower gardens; contains plans for gardens in a variety of styles; features an encyclopedia of over 450 perennials, annuals, bulbs, roses, ornamental grasses, and ferns; and includes advice from gardeners across the country."
635,171924,Bean,Photographs and simple text describe the life cycle of common beans.
635,17282154,Secrets of the Vegetable Garden (Shine-A-Light),"""What lives in the vegetable garden? Shine a light behind the page and see... Explore a fruit and vegetable patch up close and find a small world filled with great surprises! From popping pea pods to wriggly worms, the hidden wonders of this busy world will be revealed""--Back cover."
635,174886,The Vegetable Gardener's Bible: Discover Ed's High-Yield W-O-R-D System for All North American Gardening Regions,"Gardening. Nonfiction. HTML:Smith’s legendary high-yield gardening method emphasizes wide rows, organic methods, raised beds, and deep soil. Succeed with fussy plants, try new and unusual varieties, and learn how to innovatively extend your growing season. With thorough profiles of hundreds of popular varieties, The Vegetable Gardener’s Bible provides expert information and an inspiring roadmap for gardeners of all skill levels to enjoy abundant homegrown vegetables. This publication conforms to the EPUB Accessibility specification at WCAG 2.0 Level AA."
635,175033,The American Horticultural Society A-Z Encyclopedia of Garden Plants,"More than 15,000 plants 6,000 photographs."
635,175056,"Making the Most of Shade: How to Plan, Plant, and Grow a Fabulous Garden that Lightens up the Shadows","Celebrate shade! That's author Larry Hodgson's call to gardeners everywhere, no matter if you have a small shady corner or an entire landscape overshadowed by trees. His hands-on ""been there, done that"" advice will help you tackle planning, planting, and problem-solving, as well as create color, texture, and light-filled areas in the shade. He also shares more than 200 outstanding plants - perennials, annuals, bulbs, ferns, ornamental grasses, and climbing plants - that you can use to create a beautiful garden that will flourish under shady conditions. In fact, after reading Making the Most of Shade, even the gardener with the sunniest yard will want to create a shady nook!--COVER."
635,175063,The Random House Book of Perennials Volume 2 Late Perennials,"Roger Phillips and Martyn Rix's Perennials: Volume 2 Late Perennials covers plants that flower in the late summer and autumn. This book includes photographs of over 1,250 perennials from around the world, both wild and cultivated, as well as text describing the plant's origins, characteristics, frost hardiness and favoured growing conditions."
635,175069,Taylor's Guide to Perennials,Designed to help gardeners sample a variety of perennials available and determine which ones to add to their beds and borders.
635,175072,Color Dictionary of Flowers and Plants for Home and Garden,"Now available again in paperback is the popular compact edition of this classic--one of the most ambitious and successful books on garden flora ever published, with more than 125,000 copies sold!2,048 full-color photographs."
635,175079,The New York Times Book of House Plants,"""as we have begun to bring the outdoors in, we have also come face to face with problems specific to house plants. Leggy stems, leaf spots, leaves with brown edges, small leaves, dropped leaves, blossoming plants without blossoms--these and others are familiar to everyone who has tried to grow plants indoors. Here is where Joan Lee Faust, Garden Editor of The New York Times, comes to the rescue. Known to her readers for her genuinely helpful advice garnered over 25 years of study and experience, she presents a thorough groundwork on growing plants and applies this knowledge to specific plants.""--book jacket."
635,175080,The Well-Tempered Garden,"This is a classic work by a gardener who combines a passionate love of his subject with a critical intelligence and a good helping of wit. THE WELL-TEMPERED GARDEN is packed with the sort of information keen gardeners crave - from planting, weeding and the pleasures of propagation to annuals, water lilies and vegetables. Hailed as a masterpiece when it was first published, THE WELL-TEMPERED GARDEN is as fresh, enlightening and necessary for gardeners in the 21st century as it was when it first appeared more than 40 years ago."
635,176627,Growing Great Garlic: The Definitive Guide for Organic Gardeners and Small Farmers,"The first garlic book written specifically for organic gardeners and small-scale farmers Growing Great Garlic is the definitive grower's guide written by a small scale farmer who makes his living growing over 200 strains of garlic. Commercial growers will want to consult this book regularly. The author tells us: which strains to plant when to fertilize when to plant when to prune flower stalks how to plant when to harvest Plus, how to store, market, and process the crop Growing Great Garlic makes a genuine contribution in the field of garlic classification that will help the public recognize several distinct varietal types of garlic."
635,176856,"Manual of Woody Landscape Plants: Their Identification, Ornamental Characteristics, Culture, Propagation, and Uses","A reference guide to the identification and culture of over 1,600 species and over 7,800 cultivars of woody landscape plants. Includes bibliography, common name and scientific index."
635,177130,"Right Plant, Right Place: The Indispensable Guide to the Successful Garden","Suggests decorative plants and flowers suitable for different soil and sun conditions, and recommends ground covers, hedges, shrubs, and trees."
635,177136,Rodale's Illustrated Encyclopedia of Perennials,Guide to growing perennials and designing the perennial garden.
635,177556,The perennial garden: Color harmonies through the seasons,"Explores color theory for making planting decisions. Examples are shown in 80 color photographs, grouped by month. Also helps with soil preparation, division of plants, and the use of evergreens, rocks, and other structural elements."
635,178390,All About Bulbs,Bulbs contains a comprehensive encyclopedia that explains how to grow and use 72 bulb species for flowers year-round. 220 full-color photos.
635,178887,The Weekend Garden Guide: Work Saving Ways to a Beautiful Backyard,"Includes material on yards, lawns, low-maintenance flower gardens, vegetables, fruits, woodland and wildflower gardens."
635,18052,My Garden (Book),A collection of essays in which author Jamaica Kincaid discusses all she loves about gardening and plants.
635,180717,All About Roses,"Discusses the history of roses, planting, landscaping, and care of roses, and includes an illustrated list of over 250 varieties."
635,180890,Cultivating Sacred Space: Gardening for the Soul,"Linda Greenlaw hadn't been blue-water fishing for ten years, since the great events chronicled in The Perfect Storm and The Hungry Ocean, when an old friend offered her the captaincy on his boat, Seahawk, for a season of swordfishing. She took the bait, of course, and thus opened a new chapter in a life that had already seen enough adventure for three lifetimes.The Seahawk turns out to be the rustiest of buckets, with sprung, busted, and ancient equipment guaranteed to fail at any critical moment. Life is never dull out on the Grand Banks, and no one is better at capturing the flavor and details of the wild ride that is swordfishing, from the technical complexities of longline fishing and the nuances of reading the weather and waves to the sheer beauty of the open water. The trip is full of surprises, ""a bit hardier and saltier than I had hoped for,"" but none more unexpected than when the boat's lines inadvertently drift across the Canadian border and she lands in jail. Seaworthy is about nature -- human and other; about learning what you can control and what you do when fate takes matters out of your control. It's about how a middle-aged woman who sets a high bar for herself copes with challenge and change and frustration, about the struggle to succeed or fail on your own terms, and above all, about learning how to find your true self when you're caught between land and sea."
635,181610,The Practical Rock and Water Garden,"This title includes everything you need to know to design and construct a successful rock and water feature, with practical projects and techniques to make things easy. It contains advice on planting schemes and techniques, propagating plants, dealing with pests and diseases, buying and introducing fish, and a Calendar of Care that explains key maintenance tasks throughout the year. It is lavishly illustrated with 800 photographs and images, including step-by-step sequences and plant portraits. Whether you want a small water feature or a series of waterfalls, this book provides a host of inspirational ideas for using water in your garden. In the first section of the book, Peter Robinson celebrates rock pools and ponds, gravel gardens, wildlife pools and bog gardens, streams and cascades, and fountains, with nine special examples of rock and water features. The next section looks at those vital finishing touches that can transform a water garden, including bridges, decking, stepping stones, fish, plants, islands and lighting. With fully illustrated and explained practical projects this book is perfect for the beginner as well as the more experienced gardener."
635,1849599,Bonsai,"The ancient art of bonsai is thoroughly explored in this book. With the aid of this title, you'll discover the varied and intricate artistic paths to creating a bonsai in its many different finished forms. You'll also find practical instructions on starting and training your own bonsai and the special care and display needs of these plants. A final section describes in encyclopedia format those plants that have been proven to grow successfully and attractively under bonsai treatment."
635,186442,The Gardener's Bug Book,The definitive guide to the identification and treatment of garden pests. Contains the latest information on the use of chemical and nonchemical methods of controlling insects in the garden.
635,188743,Taylor's Guide to Trees,"An illustrated guide to growing trees for spring bloom, fall color, fruit, ornamental bark, disease resistance, or attracting birds offers advice on proper planting, placement, growing, and pruning techniques."
635,188745,The Complete Book of Bonsai,Includes an index.
